Fecha de Toma de Muestra,Hora de Toma de Muestra,Fecha de Entrega al Laboratorio,Codigo de la Muestra,NSPM,Codigo del Laboratorio,Tipo de Muestra,Clasificacion de la Muestra,Color Aparente,Turbiedad,pH,Cloro Residual Libre,Dureza Total,Hierro Total,Cloruros,Alcalinidad,Sulfatos,Nitratos,Coliformes Totales,Tecnica Empleada para la Determinacion de los Coliformes Totales,Escherichia Coli,Tecnica Empleada para la Determinacion de la Escherichia Coli,Resultados del IRCA por Muestra
2/20/2020,13:23:00,2/20/2020,0537-2,15,416.00,2.00,2.00,1.60,0.26,7.27,1.28,49.69,-0.66,11.12,41.55,7.50,5.56,0.00,1.00,0.00,0.00,24.99
2/21/2020,11:06:00,2/21/2020,0537-3,14,417.00,2.00,2.00,1.80,0.33,7.24,1.43,54.04,2.16,13.60,41.23,8.75,8.87,0.00,1.00,0.00,0.00,22.43
2/22/2020,6:15:00,2/22/2020,0540-1,6,418.00,2.00,2.00,2.60,0.45,7.22,0.93,50.16,-0.07,13.20,45.18,12.12,4.02,0.00,1.00,0.00,0.00,21.01
2/23/2020,14:20:00,2/23/2020,0540-2,9,419.00,2.00,2.00,3.00,0.46,7.30,1.91,55.27,2.63,11.46,42.39,11.96,5.47,0.00,1.00,0.00,0.00,24.59
2/24/2020,5:23:00,2/24/2020,0540-3,19,420.00,2.00,2.00,2.70,0.38,7.35,1.90,52.04,2.49,14.33,40.78,8.87,6.45,0.00,1.00,0.00,0.00,22.78
2/25/2020,15:36:00,2/25/2020,0543-1,5,421.00,2.00,2.00,2.10,0.34,7.18,1.35,51.74,-2.07,13.30,44.70,8.99,4.52,0.00,1.00,0.00,0.00,26.43
2/26/2020,4:11:00,2/26/2020,0543-2,7,422.00,2.00,2.00,2.60,0.44,7.15,1.41,65.00,0.04,18.00,54.00,8.00,1.90,0.00,1.00,0.00,0.00,22.79
2/27/2020,4:13:00,2/27/2020,0543-3,13,423.00,2.00,2.00,2.80,0.52,7.16,1.42,65.00,0.04,18.00,54.00,9.00,2.30,0.00,1.00,0.00,0.00,22.84
2/28/2020,11:05:00,2/28/2020,0546-1,8,424.00,2.00,2.00,2.90,0.40,7.30,1.22,50.88,-0.50,13.65,41.97,11.72,4.86,0.00,1.00,0.00,0.00,26.40
2/29/2020,12:07:00,2/29/2020,0546-2,10,425.00,2.00,2.00,3.00,0.42,7.25,1.34,50.80,2.83,9.08,44.33,12.00,7.85,0.00,1.00,0.00,0.00,24.73
3/1/2020,6:57:00,3/1/2020,0546-3,18,426.00,2.00,2.00,2.80,0.43,7.26,1.31,53.49,-2.62,9.41,40.87,7.98,8.42,0.00,1.00,0.00,0.00,25.37
3/2/2020,12:45:00,3/2/2020,0550-1,2,427.00,2.00,2.00,3.20,0.48,7.32,1.49,53.14,1.22,13.63,41.88,8.54,6.66,0.00,1.00,0.00,0.00,26.35
3/3/2020,6:22:00,3/3/2020,0550-2,17,428.00,2.00,2.00,3.10,0.53,7.26,1.34,54.50,-2.19,9.33,42.52,11.77,8.51,0.00,1.00,0.00,0.00,24.39
3/4/2020,10:28:00,3/4/2020,0550-3,21,429.00,2.00,2.00,5.80,1.57,7.24,1.32,52.80,1.66,14.02,43.11,8.08,7.08,0.00,1.00,0.00,0.00,22.86
3/5/2020,22:05:00,3/5/2020,0553-1,1,430.00,2.00,2.00,3.20,0.46,7.22,1.45,54.52,-2.40,8.99,42.95,8.35,5.04,0.00,1.00,0.00,0.00,26.01
3/6/2020,20:01:00,3/6/2020,0553-2,4,431.00,2.00,2.00,3.40,0.48,7.34,1.45,55.41,0.80,10.71,43.69,9.32,6.86,0.00,1.00,0.00,0.00,23.90
3/7/2020,4:28:00,3/7/2020,0553-3,16,432.00,2.00,2.00,3.40,0.51,7.22,1.49,51.69,2.52,13.74,41.76,8.18,5.54,0.00,1.00,0.00,0.00,24.27
3/8/2020,8:54:00,3/8/2020,0556-1,3,433.00,2.00,2.00,3.30,0.42,7.04,1.91,53.01,0.50,13.33,43.63,13.39,6.35,0.00,1.00,0.00,0.00,21.69
3/9/2020,23:04:00,3/9/2020,0556-2,15,434.00,2.00,2.00,3.70,0.56,7.13,1.59,52.39,-2.22,13.86,39.92,10.83,8.46,0.00,1.00,0.00,0.00,21.31
3/10/2020,7:12:00,3/10/2020,0556-3,20,435.00,2.00,2.00,3.20,0.37,7.22,1.71,53.76,0.95,10.18,44.65,11.59,7.71,0.00,1.00,0.00,0.00,21.54
3/11/2020,14:31:00,3/11/2020,0559-1,2,436.00,2.00,2.00,3.80,0.66,7.15,1.57,52.33,-0.37,12.17,43.22,10.83,7.39,0.00,1.00,0.00,0.00,26.59
3/12/2020,1:19:00,3/12/2020,0559-2,11,437.00,2.00,2.00,4.00,0.71,7.14,1.50,55.01,2.14,9.52,41.67,13.34,5.41,0.00,1.00,0.00,0.00,22.90
3/13/2020,22:33:00,3/13/2020,0559-3,14,438.00,2.00,2.00,3.20,0.50,7.25,1.67,51.58,0.81,13.22,40.71,11.03,6.37,0.00,1.00,0.00,0.00,25.55
3/14/2020,6:29:00,3/14/2020,0562-1,12,439.00,2.00,2.00,2.80,0.46,7.22,1.64,54.49,-2.79,9.06,43.55,11.41,7.06,0.00,1.00,0.00,0.00,20.95
3/15/2020,7:23:00,3/15/2020,0562-2,19,440.00,2.00,2.00,3.20,0.56,7.14,1.58,52.57,-1.42,8.96,40.24,9.84,7.44,0.00,1.00,0.00,0.00,24.99
3/16/2020,13:06:00,3/16/2020,0562-3,20,441.00,2.00,2.00,2.80,0.44,7.12,1.74,49.98,-0.93,10.20,41.70,9.86,3.62,0.00,1.00,0.00,0.00,25.47
3/17/2020,7:34:00,3/17/2020,0565-1,6,442.00,2.00,2.00,3.20,0.52,7.26,1.61,52.77,3.02,10.97,44.37,8.53,5.17,0.00,1.00,0.00,0.00,24.02
3/18/2020,17:50:00,3/18/2020,0565-2,9,443.00,2.00,2.00,3.20,0.50,7.22,1.36,51.44,-2.21,14.41,42.91,8.35,8.65,0.00,1.00,0.00,0.00,22.17
3/19/2020,0:07:00,3/19/2020,0565-3,13,444.00,2.00,2.00,3.20,0.50,7.28,1.60,54.77,0.60,9.37,42.29,9.70,6.79,0.00,1.00,0.00,0.00,21.06
3/20/2020,8:57:00,3/20/2020,0001-1,18464,445.00,2.00,2.00,2.80,0.20,6.63,1.45,50.04,-2.71,12.92,40.78,8.81,4.95,0.00,1.00,0.00,0.00,21.79
3/21/2020,8:20:00,3/21/2020,0001-2,27106,446.00,2.00,2.00,4.90,0.35,6.61,1.51,55.17,2.92,14.44,43.68,7.43,6.90,0.00,1.00,0.00,0.00,21.47
3/22/2020,22:45:00,3/22/2020,0001-3,18474,447.00,2.00,2.00,9.10,1.00,6.67,1.81,53.43,-2.32,14.13,41.23,12.90,4.83,0.00,1.00,0.00,0.00,23.25
3/23/2020,12:38:00,3/23/2020,0003-1,18470,448.00,2.00,2.00,3.50,0.35,6.76,1.56,55.13,2.36,9.03,44.74,10.55,6.34,0.00,1.00,0.00,0.00,22.85
3/24/2020,11:21:00,3/24/2020,0003-2,18476,449.00,2.00,2.00,2.50,0.20,6.70,1.39,54.41,0.03,13.51,43.91,10.32,3.24,0.00,1.00,0.00,0.00,25.25
3/25/2020,15:00:00,3/25/2020,0003-3,18480,450.00,2.00,2.00,2.50,0.10,7.03,1.75,49.66,1.93,11.87,40.66,7.78,4.52,0.00,1.00,0.00,0.00,24.82
3/26/2020,12:38:00,3/26/2020,0005-1,18463,451.00,2.00,2.00,4.90,0.40,6.86,1.62,52.33,2.70,11.44,45.30,7.40,3.97,0.00,1.00,0.00,0.00,23.99
3/27/2020,14:13:00,3/27/2020,0005-2,18475,452.00,2.00,2.00,2.80,0.30,6.73,1.44,55.31,1.94,10.80,44.63,12.95,7.29,0.00,1.00,0.00,0.00,22.92
3/28/2020,14:47:00,3/28/2020,0005-3,79300,453.00,2.00,2.00,2.50,0.25,7.08,1.57,54.40,0.97,11.88,40.99,9.52,5.17,0.00,1.00,0.00,0.00,21.49
3/29/2020,11:17:00,3/29/2020,0007-1,18466,454.00,2.00,2.00,3.50,0.15,6.73,1.31,53.90,0.03,10.70,44.00,10.00,6.60,0.00,1.00,0.00,0.00,20.82
3/30/2020,13:22:00,3/30/2020,0007-2,18469,455.00,2.00,2.00,7.00,0.50,6.74,1.66,53.98,3.00,11.83,40.70,11.83,6.49,0.00,1.00,0.00,0.00,26.08
3/31/2020,21:26:00,3/31/2020,0007-3,18472,456.00,2.00,2.00,5.60,0.55,6.82,1.62,50.94,-1.94,12.89,41.64,9.06,4.74,0.00,1.00,0.00,0.00,21.57
4/1/2020,23:23:00,4/1/2020,0009-1,79299,457.00,2.00,2.00,3.50,0.30,7.01,1.48,53.02,1.99,12.36,45.52,8.49,6.18,0.00,1.00,0.00,0.00,21.04
4/2/2020,0:51:00,4/2/2020,0009-2,18473,458.00,2.00,2.00,3.50,0.25,6.80,1.47,50.46,-2.11,8.97,45.54,11.68,6.25,0.00,1.00,0.00,0.00,20.70
4/3/2020,14:31:00,4/3/2020,0009-3,18479,459.00,2.00,2.00,2.80,0.20,6.64,1.52,54.18,-2.76,11.49,44.65,10.42,5.81,0.00,1.00,0.00,0.00,25.85
4/4/2020,18:48:00,4/4/2020,0011-1,18465,460.00,2.00,2.00,2.50,0.15,6.78,1.51,53.90,0.03,11.30,43.70,10.00,5.60,0.00,1.00,0.00,0.00,25.44
4/5/2020,2:24:00,4/5/2020,0011-2,79298,461.00,2.00,2.00,3.50,0.30,6.76,1.54,55.37,0.12,12.96,42.81,12.54,6.44,0.00,1.00,0.00,0.00,23.10
4/6/2020,15:32:00,4/6/2020,0011-3,27107,462.00,2.00,2.00,2.50,0.30,6.72,1.52,53.87,-0.21,13.82,45.32,11.44,8.91,0.00,1.00,0.00,0.00,22.05
4/7/2020,11:28:00,4/7/2020,0013-1,18464,463.00,2.00,2.00,2.80,0.20,6.56,1.47,52.51,0.43,13.58,44.70,7.43,4.56,0.00,1.00,0.00,0.00,20.92
4/8/2020,1:11:00,4/8/2020,0013-2,18471,464.00,2.00,2.00,2.80,0.15,6.76,1.42,54.88,-1.49,12.77,41.89,7.81,4.31,0.00,1.00,0.00,0.00,23.00
4/9/2020,21:38:00,4/9/2020,0013-3,18477,465.00,2.00,2.00,2.80,0.25,6.61,1.43,50.17,0.29,10.16,44.29,11.14,7.02,0.00,1.00,0.00,0.00,25.81
4/10/2020,8:14:00,4/10/2020,0016-1,18461,466.00,2.00,2.00,2.80,0.30,6.72,1.60,54.86,2.84,14.00,44.91,12.84,4.30,0.00,1.00,0.00,0.00,20.81
4/11/2020,17:30:00,4/11/2020,0016-2,18476,467.00,2.00,2.00,2.50,0.30,6.77,1.68,53.58,0.84,8.84,44.00,11.22,3.11,0.00,1.00,0.00,0.00,26.10
4/12/2020,1:03:00,4/12/2020,0016-3,18480,468.00,2.00,2.00,2.50,0.10,6.96,1.76,54.60,-1.09,12.76,42.59,13.06,8.56,0.00,1.00,0.00,0.00,21.85
4/13/2020,6:59:00,4/13/2020,0018-1,18463,469.00,2.00,2.00,2.50,0.20,6.79,1.48,49.60,0.69,11.14,42.38,11.79,4.14,0.00,1.00,0.00,0.00,23.17
4/14/2020,4:46:00,4/14/2020,0018-2,18470,470.00,2.00,2.00,2.50,0.30,6.78,1.61,49.63,-0.15,10.57,44.54,11.72,8.54,0.00,1.00,0.00,0.00,26.53
4/15/2020,21:36:00,4/15/2020,0018-3,18474,471.00,2.00,2.00,5.60,0.65,6.71,1.69,51.80,2.96,13.81,45.35,7.98,8.84,0.00,1.00,0.00,0.00,26.08
4/16/2020,21:16:00,4/16/2020,0020-1,18472,472.00,2.00,2.00,5.60,0.35,6.74,1.47,50.18,0.30,12.48,43.50,9.99,3.24,0.00,1.00,0.00,0.00,25.46
4/17/2020,21:05:00,4/17/2020,0020-2,18475,473.00,2.00,2.00,3.50,0.25,6.80,1.45,50.42,-2.93,12.19,41.51,7.80,5.81,0.00,1.00,0.00,0.00,26.39
4/18/2020,10:02:00,4/18/2020,0020-3,18480,474.00,2.00,2.00,2.50,0.10,7.12,1.42,53.54,-0.23,12.77,41.02,11.09,8.45,0.00,1.00,0.00,0.00,20.73
4/19/2020,18:26:00,4/19/2020,0022-1,79299,475.00,2.00,2.00,3.50,0.35,6.95,1.78,56.50,0.04,11.40,45.20,10.00,8.30,0.00,1.00,0.00,0.00,20.77
4/20/2020,17:56:00,4/20/2020,0022-2,18466,476.00,2.00,2.00,2.50,0.15,6.69,1.40,53.70,-0.87,11.89,43.05,7.69,4.52,0.00,1.00,0.00,0.00,26.38
4/21/2020,18:20:00,4/21/2020,0022-3,79300,477.00,2.00,2.00,2.80,0.30,6.95,1.63,51.12,1.76,9.45,42.17,11.20,5.43,0.00,1.00,0.00,0.00,25.90
4/22/2020,20:57:00,4/22/2020,0024-1,18469,478.00,2.00,2.00,4.20,0.30,6.69,1.62,53.59,-2.42,10.69,40.69,10.98,3.77,0.00,1.00,0.00,0.00,22.00
4/23/2020,8:55:00,4/23/2020,0024-2,18473,479.00,2.00,2.00,5.60,0.30,6.66,1.63,55.06,-0.54,9.57,44.79,9.96,6.40,0.00,1.00,0.00,0.00,26.19
4/24/2020,22:06:00,4/24/2020,0024-3,18479,480.00,2.00,2.00,4.90,0.30,6.82,1.70,54.60,1.18,11.05,43.44,8.28,6.07,0.00,1.00,0.00,0.00,21.42
4/25/2020,0:40:00,4/25/2020,0026-1,27106,481.00,2.00,2.00,2.80,0.30,7.29,1.69,57.30,0.03,10.80,47.70,10.00,6.90,0.00,1.00,0.00,0.00,25.74
4/26/2020,22:20:00,4/26/2020,0026-2,18471,482.00,2.00,2.00,2.50,0.10,7.30,1.74,55.26,-2.03,14.61,43.18,11.36,7.66,0.00,1.00,0.00,0.00,23.55
4/27/2020,12:06:00,4/27/2020,0026-3,27107,483.00,2.00,2.00,2.80,0.25,7.28,1.61,50.00,-0.29,12.03,45.25,10.31,5.84,0.00,1.00,0.00,0.00,24.49
4/28/2020,12:36:00,4/28/2020,0028-1,79298,484.00,2.00,2.00,2.50,0.25,7.11,1.68,55.44,-1.80,10.56,43.92,7.72,7.52,0.00,1.00,0.00,0.00,21.51
4/29/2020,23:48:00,4/29/2020,0028-2,18465,485.00,2.00,2.00,2.50,0.20,7.12,1.62,52.68,0.29,13.98,45.37,7.90,7.34,0.00,1.00,0.00,0.00,25.30
4/30/2020,2:55:00,4/30/2020,0028-3,18477,486.00,2.00,2.00,2.80,0.20,7.20,1.48,54.58,-1.01,10.99,41.04,11.00,4.14,0.00,1.00,0.00,0.00,25.80
5/1/2020,8:55:00,5/1/2020,0030-1,18461,487.00,2.00,2.00,4.20,0.40,7.22,1.68,55.43,-1.65,12.53,42.53,8.71,6.75,0.00,1.00,0.00,0.00,23.86
5/2/2020,2:49:00,5/2/2020,0030-2,18464,488.00,2.00,2.00,2.80,0.40,7.21,1.61,52.32,-0.26,9.38,40.15,13.18,7.74,0.00,1.00,0.00,0.00,26.30
5/3/2020,12:36:00,5/3/2020,0030-3,18474,489.00,2.00,2.00,5.60,0.55,7.03,1.83,54.10,0.14,14.27,45.00,13.20,7.76,0.00,1.00,0.00,0.00,24.23
5/4/2020,8:01:00,5/4/2020,0032-1,18463,490.00,2.00,2.00,4.20,0.35,7.29,1.48,52.98,-1.44,13.33,44.07,10.46,5.11,0.00,1.00,0.00,0.00,25.16
5/5/2020,21:14:00,5/5/2020,0032-2,18470,491.00,2.00,2.00,2.80,0.30,7.29,1.62,51.07,-2.20,11.50,45.27,11.62,8.13,0.00,1.00,0.00,0.00,24.50
5/6/2020,11:23:00,5/6/2020,0032-3,18480,492.00,2.00,2.00,2.50,0.10,7.14,1.82,54.33,-2.58,9.13,43.51,13.14,6.50,0.00,1.00,0.00,0.00,22.06
5/7/2020,15:32:00,5/7/2020,0034-1,18466,493.00,2.00,2.00,2.80,0.30,7.22,1.37,51.30,-1.63,9.27,41.93,13.37,8.14,0.00,1.00,0.00,0.00,24.43
5/8/2020,20:54:00,5/8/2020,0034-2,18472,494.00,2.00,2.00,4.90,0.45,7.14,1.60,55.42,2.30,10.20,45.18,8.11,3.08,0.00,1.00,0.00,0.00,21.04
5/9/2020,14:02:00,5/9/2020,0034-3,18476,495.00,2.00,2.00,2.80,0.35,7.15,1.62,51.70,0.69,11.27,40.64,10.45,4.90,0.00,1.00,0.00,0.00,24.67
5/10/2020,13:32:00,5/10/2020,0036-1,18469,496.00,2.00,2.00,3.50,0.40,7.15,1.62,55.60,0.03,12.40,47.50,10.00,9.00,0.00,1.00,0.00,0.00,22.48
5/11/2020,15:59:00,5/11/2020,0036-2,79299,497.00,2.00,2.00,4.90,0.60,7.21,1.70,53.10,2.70,13.50,40.98,10.02,4.34,0.00,1.00,0.00,0.00,22.15
5/12/2020,4:04:00,5/12/2020,0036-3,18475,498.00,2.00,2.00,2.80,0.35,7.19,1.65,53.72,-1.63,9.43,44.37,11.18,6.82,0.00,1.00,0.00,0.00,24.56
5/13/2020,9:50:00,5/13/2020,0038-1,18471,499.00,2.00,2.00,2.50,0.10,7.15,1.57,53.66,-2.77,11.95,43.22,11.57,6.05,0.00,1.00,0.00,0.00,23.59
5/14/2020,11:20:00,5/14/2020,0038-2,18473,500.00,2.00,2.00,2.80,0.30,7.20,1.72,50.67,0.49,10.90,42.42,10.98,8.09,0.00,1.00,0.00,0.00,20.91
5/15/2020,7:32:00,5/15/2020,0038-3,79300,501.00,2.00,2.00,2.50,0.25,7.19,1.55,53.84,-1.30,12.41,41.62,11.75,3.55,0.00,1.00,0.00,0.00,25.85
5/16/2020,10:56:00,5/16/2020,0040-1,18470,502.00,2.00,2.00,3.40,0.40,7.15,1.65,55.20,0.03,11.80,48.90,10.00,8.70,0.00,1.00,0.00,0.00,20.81
5/17/2020,15:10:00,5/17/2020,0040-2,27106,503.00,2.00,2.00,2.50,0.20,7.15,1.52,53.70,-2.64,8.75,39.83,10.52,8.30,0.00,1.00,0.00,0.00,22.54
5/18/2020,12:34:00,5/18/2020,0040-3,18479,504.00,2.00,2.00,3.40,0.20,7.17,1.60,50.18,2.72,10.43,45.65,9.13,8.73,0.00,1.00,0.00,0.00,25.31
5/19/2020,8:02:00,5/19/2020,0042-1,79298,505.00,2.00,2.00,4.20,0.20,7.08,1.63,50.81,1.33,14.26,40.00,10.21,3.94,0.00,1.00,0.00,0.00,21.93
5/20/2020,9:05:00,5/20/2020,0042-2,18464,506.00,2.00,2.00,2.80,0.25,7.16,1.56,54.83,-0.57,14.35,44.57,9.56,4.55,0.00,1.00,0.00,0.00,24.83
5/21/2020,13:43:00,5/21/2020,0042-3,18477,507.00,2.00,2.00,2.80,0.20,7.13,1.51,53.24,-0.88,13.44,43.56,8.81,4.24,0.00,1.00,0.00,0.00,20.96
5/22/2020,23:26:00,5/22/2020,0044-1,18461,508.00,2.00,2.00,2.80,0.20,7.15,1.78,49.95,1.99,12.66,44.64,12.68,4.67,0.00,1.00,0.00,0.00,24.36
5/23/2020,11:55:00,5/23/2020,0044-2,18463,509.00,2.00,2.00,4.20,0.25,7.20,1.61,54.78,2.67,13.89,40.00,8.20,7.38,0.00,1.00,0.00,0.00,24.30
5/24/2020,17:32:00,5/24/2020,0044-3,18474,510.00,2.00,2.00,4.20,0.30,7.18,1.96,54.29,-0.30,10.62,45.63,12.12,5.81,0.00,1.00,0.00,0.00,22.82
5/25/2020,14:18:00,5/25/2020,0046-1,79299,511.00,2.00,2.00,3.50,0.35,7.26,1.68,54.23,-2.81,9.01,45.12,12.49,8.08,0.00,1.00,0.00,0.00,21.64
5/26/2020,11:02:00,5/26/2020,0046-2,18472,512.00,2.00,2.00,6.30,0.40,7.27,1.58,52.82,-1.38,12.38,40.37,8.45,5.94,0.00,1.00,0.00,0.00,25.44
5/27/2020,21:56:00,5/27/2020,0046-3,18480,513.00,2.00,2.00,2.80,0.10,7.26,1.72,53.58,-2.35,13.12,40.30,12.15,5.44,0.00,1.00,0.00,0.00,23.54
5/28/2020,20:47:00,5/28/2020,0048-1,18471,514.00,2.00,2.00,2.50,0.15,7.16,1.63,51.23,0.76,11.40,44.61,10.89,7.97,0.00,1.00,0.00,0.00,25.16
5/29/2020,11:44:00,5/29/2020,0048-2,18473,515.00,2.00,2.00,2.80,0.30,7.13,1.79,50.63,-2.67,10.49,41.25,8.46,5.69,0.00,1.00,0.00,0.00,25.08
5/30/2020,8:28:00,5/30/2020,0048-3,18475,516.00,2.00,2.00,2.50,0.20,7.08,1.58,54.83,-1.13,13.90,43.55,7.98,6.69,0.00,1.00,0.00,0.00,26.23
5/31/2020,23:40:00,5/31/2020,0050-1,18465,517.00,2.00,2.00,3.50,0.25,7.30,1.44,54.69,-0.29,10.97,44.17,8.00,4.12,0.00,1.00,0.00,0.00,24.90
6/1/2020,16:36:00,6/1/2020,0050-2,18476,518.00,2.00,2.00,4.70,0.30,7.22,1.53,52.94,-1.82,10.56,41.92,9.27,8.62,0.00,1.00,0.00,0.00,24.26
6/2/2020,14:09:00,6/2/2020,0050-3,27107,519.00,2.00,2.00,4.20,0.35,7.30,1.58,52.92,0.52,12.53,42.34,7.54,3.18,0.00,1.00,0.00,0.00,22.25
6/3/2020,19:45:00,6/3/2020,0052-1,18461,520.00,2.00,3.00,4.90,0.45,7.00,1.40,47.10,0.03,11.10,38.90,10.00,7.90,0.00,1.00,0.00,0.00,23.79
6/4/2020,15:11:00,6/4/2020,0052-2,79298,521.00,2.00,3.00,4.20,0.35,7.10,1.40,49.20,0.03,11.10,38.00,10.00,8.10,0.00,1.00,0.00,0.00,25.61
6/5/2020,18:26:00,6/5/2020,0052-3,18463,522.00,2.00,3.00,4.20,0.30,7.00,1.30,47.50,0.11,10.90,38.50,10.00,6.37,0.00,1.00,0.00,0.00,22.99
6/6/2020,9:37:00,6/6/2020,0052-4,18480,523.00,2.00,3.00,2.50,0.10,7.08,1.50,49.60,1.60,11.00,38.50,10.00,3.55,0.00,1.00,0.00,0.00,24.76
6/7/2020,22:41:00,6/7/2020,0052-5,79300,524.00,2.00,3.00,2.50,0.20,7.00,1.40,48.40,0.39,11.10,38.10,10.00,4.53,0.00,1.00,0.00,0.00,26.04
6/8/2020,17:06:00,6/8/2020,0054-1,18466,525.00,2.00,2.00,3.50,0.30,7.15,1.15,50.60,1.85,9.25,42.84,10.12,6.76,0.00,1.00,0.00,0.00,21.58
6/9/2020,12:58:00,6/9/2020,0054-2,18469,526.00,2.00,2.00,2.80,0.20,7.20,1.65,53.32,-1.74,11.72,45.26,13.02,3.16,0.00,1.00,0.00,0.00,21.64
6/10/2020,20:11:00,6/10/2020,0054-3,18479,527.00,2.00,2.00,2.80,0.20,7.08,1.61,54.84,-0.99,9.68,44.37,12.51,7.66,0.00,1.00,0.00,0.00,23.49
6/11/2020,10:54:00,6/11/2020,0056-1,27106,528.00,2.00,2.00,2.80,0.25,7.30,1.59,51.55,0.24,9.77,43.36,9.33,5.71,0.00,1.00,0.00,0.00,22.20
6/12/2020,21:42:00,6/12/2020,0056-2,18470,529.00,2.00,2.00,3.50,0.30,7.26,1.71,51.87,0.11,8.95,44.43,11.05,4.42,0.00,1.00,0.00,0.00,20.89
6/13/2020,6:06:00,6/13/2020,0056-3,18477,530.00,2.00,2.00,2.50,0.15,7.30,1.32,50.77,0.44,9.67,40.75,7.61,7.25,0.00,1.00,0.00,0.00,22.74
6/14/2020,15:43:00,6/14/2020,0058-1,18464,531.00,2.00,2.00,2.80,0.30,7.20,1.61,54.35,1.12,8.84,41.35,10.51,7.48,0.00,1.00,0.00,0.00,23.09
6/15/2020,17:27:00,6/15/2020,0058-2,79299,532.00,2.00,2.00,4.90,0.40,7.31,1.64,54.02,-1.07,12.92,42.60,7.93,4.55,0.00,1.00,0.00,0.00,26.14
6/16/2020,10:14:00,6/16/2020,0058-3,18474,533.00,2.00,2.00,4.20,0.40,7.15,1.65,51.85,0.19,9.41,44.68,9.91,5.32,0.00,1.00,0.00,0.00,21.99
6/17/2020,23:04:00,6/17/2020,0060-1,18471,534.00,2.00,2.00,3.50,0.10,7.25,1.60,54.47,0.40,12.45,41.73,9.96,4.01,0.00,1.00,0.00,0.00,21.75
6/18/2020,15:16:00,6/18/2020,0060-2,18472,535.00,2.00,2.00,4.20,0.40,7.30,1.85,50.71,-2.52,10.36,42.78,11.08,4.23,0.00,1.00,0.00,0.00,23.47
6/19/2020,9:12:00,6/19/2020,0060-3,18480,536.00,2.00,2.00,4.90,0.40,7.23,1.67,53.63,-1.77,11.49,44.66,10.33,3.39,0.00,1.00,0.00,0.00,23.79
6/20/2020,11:54:00,6/20/2020,0062-1,18465,537.00,2.00,2.00,2.80,0.20,7.10,1.41,55.23,0.68,12.13,40.38,11.27,7.71,0.00,1.00,0.00,0.00,25.85
6/21/2020,15:32:00,6/21/2020,0062-2,18475,538.00,2.00,2.00,4.20,0.40,7.08,1.40,51.33,0.85,10.75,43.64,11.28,5.30,0.00,1.00,0.00,0.00,26.12
6/22/2020,4:49:00,6/22/2020,0062-3,27107,539.00,2.00,2.00,2.50,0.15,7.09,1.46,53.94,2.94,10.30,42.52,13.38,4.10,0.00,1.00,0.00,0.00,25.11
6/23/2020,5:47:00,6/23/2020,22-0064-1,18473,540.00,2.00,2.00,2.50,0.20,7.09,1.59,53.50,0.03,11.40,40.10,10.00,7.20,0.00,1.00,0.00,0.00,23.25
6/24/2020,21:02:00,6/24/2020,22-0064-2,18476,541.00,2.00,2.00,2.80,0.20,7.12,1.48,51.95,-1.77,11.15,39.75,8.91,3.27,0.00,1.00,0.00,0.00,24.88
6/25/2020,9:33:00,6/25/2020,22-0064-3,18479,542.00,2.00,2.00,2.50,0.20,7.00,1.53,50.62,0.52,11.26,43.01,9.64,5.57,0.00,1.00,0.00,0.00,24.50
6/26/2020,19:25:00,6/26/2020,22-0066-1,18461,543.00,2.00,2.00,2.50,0.20,6.98,1.72,50.18,-1.72,11.14,42.06,12.90,5.82,0.00,1.00,0.00,0.00,23.91
6/27/2020,18:35:00,6/27/2020,22-0066-2,18466,544.00,2.00,2.00,3.50,0.35,7.00,1.16,50.00,1.95,10.72,41.79,8.73,5.40,0.00,1.00,0.00,0.00,25.30
6/28/2020,9:15:00,6/28/2020,22-0066-3,18469,545.00,2.00,2.00,2.80,0.30,6.97,1.73,50.69,0.86,11.28,41.57,8.72,7.46,0.00,1.00,0.00,0.00,23.82
6/29/2020,3:58:00,6/29/2020,22-0068-1,18477,546.00,2.00,2.00,2.80,0.25,7.09,1.40,59.90,0.03,11.40,48.20,10.00,9.60,0.00,1.00,0.00,0.00,24.21
6/30/2020,22:16:00,6/30/2020,22-0068-2,79298,547.00,2.00,2.00,3.50,0.30,7.09,1.60,51.22,-0.99,13.00,45.26,9.36,3.20,0.00,1.00,0.00,0.00,23.50
7/1/2020,5:07:00,7/1/2020,22-0068-3,79300,548.00,2.00,2.00,2.80,0.20,6.96,1.64,53.08,-2.03,10.94,43.37,8.54,4.94,0.00,1.00,0.00,0.00,25.32
7/2/2020,18:17:00,7/2/2020,22-0070-1,18463,549.00,2.00,2.00,2.80,0.25,7.02,1.49,53.12,-2.06,13.52,41.47,9.37,4.14,0.00,1.00,0.00,0.00,22.32
7/3/2020,13:35:00,7/3/2020,22-0070-2,27106,550.00,2.00,2.00,2.50,0.20,6.99,1.63,51.86,2.93,10.38,42.12,11.26,4.81,0.00,1.00,0.00,0.00,26.10
7/4/2020,11:02:00,7/4/2020,22-0070-3,18470,551.00,2.00,2.00,3.50,0.30,7.04,1.64,52.04,-2.46,13.70,43.76,12.85,7.60,0.00,1.00,0.00,0.00,24.86
